title,description,search
"ESCU - Execution of File with Multiple Extensions - Rule","This search looks for processes launched from files that have double extensions in the file name. This is typically done to obscure the ""real"" file extension and make it appear as though the file being accessed is a data file, as opposed to executable content.","
 tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime from datamodel=Endpoint.Processes where Processes.process = *.doc.exe OR Processes.process = *.htm.exe OR Processes.process = *.html.exe OR Processes.process = *.txt.exe OR Processes.process = *.pdf.exe OR Processes.process = *.doc.exe by Processes.dest Processes.user Processes.process Processes.parent_process 
 `security_content_ctime(firstTime)` 
 `security_content_ctime(lastTime)` 
 `drop_dm_object_name(Processes)` 
 `execution_of_file_with_multiple_extensions_filter`"
"ESCU - Execution of File With Spaces Before Extension - Rule","This search looks for processes launched from files with at least five spaces in the name before the extension. This is typically done to obfuscate the file extension by pushing it outside of the default view.","
 tstats `security_content_summariesonly` count values(Processes.process_path) as process_path min(_time) as firstTime max(_time) as lastTime from datamodel=Endpoint.Processes where Processes.process = ""*     .*"" by Processes.dest Processes.user Processes.process Processes.process_name 
 `security_content_ctime(firstTime)`
 `security_content_ctime(lastTime)` 
 `drop_dm_object_name(Processes)` 
 `execution_of_file_with_spaces_before_extension_filter`"
"ESCU - File with Samsam Extension - Rule","The search looks for file writes with extensions consistent with a SamSam ransomware attack.","
 tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime values(Filesystem.user) as user values(Filesystem.dest) as dest values(Filesystem.file_path) as file_path from datamodel=Endpoint.Filesystem by Filesystem.file_name 
 `drop_dm_object_name(Filesystem)` 
 `security_content_ctime(lastTime)` 
 `security_content_ctime(firstTime)`
 rex field=file_name ""(?<file_extension>\.[^\.]+)$"" 
 search file_extension=.stubbin OR file_extension=.berkshire OR file_extension=.satoshi OR file_extension=.sophos OR file_extension=.keyxml 
 `file_with_samsam_extension_filter`"
"ESCU - First Time Seen Child Process of Zoom - Rule","This search looks for child processes spawned by zoom.exe or zoom.us that has not previously been seen.","
 tstats `security_content_summariesonly` min(_time) as firstTime values(Processes.parent_process_name) as parent_process_name values(Processes.parent_process_id) as parent_process_id values(Processes.process_name) as process_name values(Processes.process) as process from datamodel=Endpoint.Processes where (Processes.parent_process_name=zoom.exe OR Processes.parent_process_name=zoom.us) by Processes.process_id Processes.dest 
 `drop_dm_object_name(Processes)` 
 lookup zoom_first_time_child_process dest as dest process_name as process_name OUTPUT firstTimeSeen 
 where isnull(firstTimeSeen) OR firstTimeSeen > relative_time(now(), ""`previously_seen_zoom_child_processes_window`"") 
 `security_content_ctime(firstTime)` 
 table firstTime dest, process_id, process_name, parent_process_id, parent_process_name 
`first_time_seen_child_process_of_zoom_filter`"
"ESCU - First time seen command line argument - Rule","This search looks for command-line arguments that use a `/c` parameter to execute a command that has not previously been seen.","
 tstats `security_content_summariesonly` min(_time) as firstTime max(_time) as lastTime from datamodel=Endpoint.Processes where Processes.process_name = cmd.exe Processes.process = ""* /c *"" by Processes.process Processes.process_name Processes.parent_process_name Processes.dest
 `drop_dm_object_name(Processes)`
 `security_content_ctime(firstTime)` 
 `security_content_ctime(lastTime)` 
 search [
 tstats `security_content_summariesonly` earliest(_time) as firstTime latest(_time) as lastTime from datamodel=Endpoint.Processes where Processes.process_name = cmd.exe Processes.process = ""* /c *"" by Processes.process 
 `drop_dm_object_name(Processes)` 
 inputlookup append=t previously_seen_cmd_line_arguments 
 stats min(firstTime) as firstTime, max(lastTime) as lastTime by process 
 outputlookup previously_seen_cmd_line_arguments 
 eval newCmdLineArgument=if(firstTime >= relative_time(now(), ""-70m@m""), 1, 0) 
 where newCmdLineArgument=1 
 `security_content_ctime(firstTime)` 
 `security_content_ctime(lastTime)` 
 table process] 
 `first_time_seen_command_line_argument_filter`"
"ESCU - GCP GCR container uploaded - Rule","This search show information on uploaded containers including source user, account, action, bucket name event name, http user agent, message and destination path.","
tstats count min(_time) as firstTime max(_time) as lastTime  FROM datamodel=Cloud_Infrastructure.Storage where Storage.event_name=storage.objects.create by Storage.src_user Storage.account Storage.action Storage.bucket_name Storage.event_name Storage.http_user_agent Storage.msg Storage.object_path 
 `drop_dm_object_name(""Storage"")`  
 `gcp_gcr_container_uploaded_filter`"
"ESCU - Get Authentication Logs For Endpoint - Response Task","This search returns all users that have attempted to access a particular endpoint.","
 tstats count from datamodel=Authentication where Authentication.dest=$dest$ by _time, Authentication.dest, Authentication.user, Authentication.app, Authentication.action 
 `drop_dm_object_name(""Authentication"")`"
"ESCU - Get Certificate logs for a domain - Response Task","This search queries the Certificates datamodel and give you all the information for a specific domain. Please note that the certificates issued by ""Let's Encrypt"" are widely used by attackers.","
 tstats count min(_time) as firstTime max(_time) as lastTime FROM datamodel=Certificates.All_Certificates where All_Certificates.SSL.ssl_subject_common_name=*$domain$  by All_Certificates.dest All_Certificates.src All_Certificates.SSL.ssl_issuer_common_name All_Certificates.SSL.ssl_subject_common_name All_Certificates.SSL.ssl_hash 
 `drop_dm_object_name(All_Certificates)` 
 `drop_dm_object_name(SSL)` 
 rename ssl_subject_common_name as domain 
 `security_content_ctime(firstTime)` 
 `security_content_ctime(lastTime)`"
"ESCU - Get DNS traffic ratio - Response Task","This search calculates the ratio of DNS traffic originating and coming from a host to a list of DNS servers over the last 24 hours. A high value of this ratio could be very useful to quickly understand if a src_ip (host) is sending a high volume of data out via port 53, could be an indicator of data exfiltration via DNS.","
 tstats allow_old_summaries=true sum(All_Traffic.bytes_out) as ""bytes_out"" sum(All_Traffic.bytes_in) as ""bytes_in"" from datamodel=Network_Traffic where nodename=All_Traffic All_Traffic.dest_port=53 All_Traffic.src=$src_ip$ All_Traffic.dest=$dest_ip$ 
 eval ratio = (bytes_out/bytes_in) 
 table ratio"
"ESCU - Get First Occurrence and Last Occurrence of a MAC Address - Response Task","This search allows you to gather more context around a notable which has detected a new device connecting to your network. Use this search to determine the first and last occurrences of the suspicious device attempting to connect with your network.","
 tstats `security_content_summariesonly` count min(_time) as firstTime max(_time) as lastTime from datamodel=Network_Sessions where nodename=All_Sessions.DHCP All_Sessions.signature=DHCPREQUEST All_Sessions.All_Sessions.src_mac= $src_mac$ by All_Sessions.src_ip All_Sessions.user 
 `security_content_ctime(lastTime)` 
 `security_content_ctime(firstTime)`"
"ESCU - Get History Of Email Sources - Response Task","This search returns a list of all email sources seen in the 48 hours prior to the notable event to 24 hours after, and the number of emails from each source.","
tstats `security_content_summariesonly` values(All_Email.dest) as dest values(All_Email.recipient) as recepient  min(_time) as firstTime max(_time) as lastTime count from datamodel=Email.All_Email by All_Email.src 
`drop_dm_object_name(All_Email)` 
 `security_content_ctime(firstTime)` 
 `security_content_ctime(lastTime)`"
"ESCU - Get Parent Process Info - Response Task","This search queries the Endpoint data model to give you details about the parent process of a process running on a host which is under investigation. Enter the values of the process name in question and the dest","
 tstats count values(Processes.process) as process min(_time) as firstTime max(_time) as lastTime FROM datamodel=Endpoint.Processes where Processes.process_name = $process_name$ Processes.dest = $dest$ by Processes.user Processes.parent_process_name  Processes.process_name  
 `drop_dm_object_name(""Processes"")` 
 `security_content_ctime(firstTime)`
 `security_content_ctime(lastTime)`"
"ESCU - Get Process File Activity - Response Task","This search returns the file activity for a specific process on a specific endpoint","
 tstats `security_content_summariesonly` values(Filesystem.file_name) as file_name values(Filesystem.dest) as dest, values(Filesystem.process_id) as process_id from datamodel=Endpoint.Filesystem where Filesystem.dest=$dest$ Filesystem.process_id=$process_id$ by Filesystem.file_path, Filesystem.action, _time 
 `drop_dm_object_name(Filesystem)`  
 sort _time 
 table _time, process_id, dest, action, file_name, file_path"
"ESCU - Get Process Info - Response Task","This search queries the Endpoint data model to give you details about the process running on a host which is under investigation. To gather the process info, enter the values for the process name in question and the destination IP address.","
 tstats `security_content_summariesonly` count min(_time)  max(_time) as lastTime from datamodel=Endpoint.Processes where Proceses.dest=$dest$ Proceses.process_name=$process_name$ by Processes.parent_process Processes.process_name Processes.user Processes.dest 
 `drop_dm_object_name(Processes)` 
 `security_content_ctime(firstTime)`
`security_content_ctime(lastTime)`"
"ESCU - Get Process Information For Port Activity - Response Task","This search will return information about the process associated with observed network traffic to a specific destination port from a specific host.","
 tstats `security_content_summariesonly` count min(_time)  max(_time) as lastTime from datamodel=Endpoint.Processes where Processes.dest = $dest$ by Processes.process_name Processes.user Processes.dest Processes.process_id 
 `drop_dm_object_name(Processes)` 
 `security_content_ctime(firstTime)`
`security_content_ctime(lastTime)` 
 search [
 tstats `security_content_summariesonly` count from datamodel=Endpoint.Ports where Ports.dest_port=$dest_port$ by Ports.process_id Ports.src  
 `drop_dm_object_name(Ports)` 
 rename src as dest]"
"ESCU - Get Process Registry Activity - Response Task","This search returns the registry activity for a specific process on a specific endpoint","
 tstats `security_content_summariesonly` values(Registry.registry_key_name) as registry_key_name, values(Registry.dest) as dest, values(Registry.process_id) as process_id from datamodel=Endpoint.Registry where Registry.process_id=$process_id$ AND Registry.dest=$dest$ by Registry.registry_path, Registry.action, _time 
 `drop_dm_object_name(Registry)` 
 sort _time 
 table _time, process_id, dest, action, registry_key_name, registry_path"
"ESCU - Get Process Responsible For The DNS Traffic - Response Task","While investigating, an analyst will want to know what process and parent_process is responsible for generating suspicious DNS traffic. Use the following search and enter the value of `dest` in the search to get specific details on the process responsible for creating the DNS traffic.","
 tstats `security_content_summariesonly` count min(_time)  max(_time) as lastTime from datamodel=Endpoint.Processes where Processes.dest = $dest$ by Processes.parent_process Processes.process_name Processes.user Processes.dest Processes.process_id 
 `drop_dm_object_name(Processes)` 
 `security_content_ctime(firstTime)`
`security_content_ctime(lastTime)` 
 search [
 tstats `security_content_summariesonly` count from datamodel=Endpoint.Ports where Ports.dest_port=53 by Ports.process_id Ports.src 
 `drop_dm_object_name(Ports)` 
 rename src as dest]"
